Name,Facility ID (CCN),Parent System/Company,PE Firm,Currently PE?,State,Address,City,Zip,County,Date last acquired by PE,Previous Owner Type,Hospital Ownership,Type,Region,Payment Designation,Hospital Overall Rating,HCRIS Acute,HCRIS Beds,POS Certified Beds,POS Total Beds,PSF Beds,Emergency Services,fips
NEWTON MEDICAL CENTER,17T103,,,N,KS,600 MEDICAL CENTER DRIVE,NEWTON,,Harvey,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,20
NEWTON-WELLESLEY HOSPITAL,220101,,,N,MA,2014 WASHINGTON STREET,NEWTON,2462,MIDDLESEX,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,4,228,,224,224,221,Yes,25
NEXUS SPECIALTY HOSPITAL THE WOODLANDS,452057,Nexus Health Systems,,N,TX,9182 SIX PINES DRIVE,THE WOODLANDS,77380,Montgomery,,,For profit,LTACH,South ,,,,85,75,75,,,48
NEXUS SPECIALTY HOSPITAL THE WOODLANDS,45TA57,Nexus Health Systems,,N,TX,9182 SIX PINES DRIVE,THE WOODLANDS,,Montgomery,,,For profit,Rehabilitation hospital,South ,,,,,,,,,48
"NGMC BARROW, LLC",110045,Northeast Georgia Health System,,N,GA,316 NORTH BROAD STREET,WINDER,30680,BARROW,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,56,,56,56,52,Yes,13
NH Beaufort,42009F,,,N,SC,1 Pinckney Blvd,Beaufort,29902,BEAUFORT,,,Department of Defense,Acute Care - Department of Defense,South ,,Not Available,,,,,,No,45
NH Bremerton,50006F,,,N,WA,1 Boone Road,Bremerton,98312,KITSAP,,,Department of Defense,Acute Care - Department of Defense,West ,,Not Available,,,,,,No,53
NH Camp Pendleton,05020F,,,N,CA,200 Mercy Circle,Camp Pendleton,92055,SAN DIEGO,,,Department of Defense,Acute Care - Department of Defense,West ,,Not Available,,,,,,Yes,06
NH Jacksonville,10013F,,,N,FL,2080 Child Street,Jacksonville,32212,DUVAL,,,Department of Defense,Acute Care - Department of Defense,South ,,Not Available,,,,,,Yes,12
NH Oak Harbor,50014F,,,N,WA,3475 North Saratoga Street,Oak Harbor,98277,ISLAND,,,Department of Defense,Acute Care - Department of Defense,West ,,Not Available,,,,,,No,53
NH Twenty Nine Palms,05039F,,,N,CA,1145 Sturgis Road,Twentynine Palms,92278,SAN BERNARDINO,,,Department of Defense,Acute Care - Department of Defense,West ,,Not Available,,,,,,Yes,06
NIAGARA FALLS MEMORIAL MEDICAL CENTER,330065,,,N,NY,621 TENTH STREET,NIAGARA FALLS,14302,NIAGARA,,,Voluntary non-profit - Other,Acute Care Hospitals,Northeast ,PPS,1,133,,171,171,131,Yes,36
NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,,,N,NY,111  CLARA BARTON STREET,DANSVILLE,14437,LIVINGSTON,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,2,67,,72,72,67,Yes,36
NICKLAUS CHILDREN'S HOSPITAL,103301,,,N,FL,3100 SW 62ND AVE,MIAMI,33155,MIAMI-DADE,,,Voluntary non-profit - Private,Childrens,South ,,Not Available,,309,309,309,,Yes,12
NIOBRARA COUNTY HOSPITAL DISTRICT,531314,,,N,WY,921 SOUTH BALLANCEE AVENUE,LUSK,82225,NIOBRARA,,,Government - Hospital District or Authority,Critical Access Hospitals,West ,CAH,Not Available,24,,24,24,,Yes,56
NIOBRARA VALLEY HOSPITAL,281303,,,N,NE,"P O BOX 118, 401 SOUTH 5TH STREET",LYNCH,68746,BOYD,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,15,,20,20,,Yes,31
NMC Camp Lejeune,34011F,,,N,NC,100 Brewster Boulevard,Camp Lejeune,28547,ONSLOW,,,Department of Defense,Acute Care - Department of Defense,South ,,Not Available,,,,,,Yes,37
NMC HEALTH,170103,,,N,KS,600 MEDICAL CENTER DRIVE,NEWTON,67114,HARVEY,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,76,,55,55,71,Yes,20
NMC Portsmouth,49008F,,,N,VA,620 John Paul Jones Circle,Portsmouth,23708,PORTSMOUTH CITY,,,Department of Defense,Acute Care - Department of Defense,South ,,Not Available,,,,,,Yes,51
NMC San Diego,05022F,,,N,CA,34800 Bob Wilson Drive,San Diego,92134,SAN DIEGO,,,Department of Defense,Acute Care - Department of Defense,West ,,Not Available,,,,,,Yes,06
NOBLE HEALTH AUDRAIN COMMUNITY HOSPITAL,260064,,,N,MO,620 E MONROE,MEXICO,65265,AUDRAIN,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,SCH/RRC,2,40,,70,70,39,Yes,29
NOBLE HOSPITAL,22T065,,,N,MA,115 W SILVER ST,WESTFIELD,,Hampden,,,Non-profit,Rehabilitation hospital,Northeast ,,,,,,,,,25
NOCONA GENERAL HOSPITAL,450641,,,N,TX,100 PARK ROAD,NOCONA,76255,MONTAGUE,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,Not Available,18,,38,38,17,Yes,48
"NOLAND HOSPITAL ANNISTON II, LLC",012011,Noland Health Services,,N,AL,"400 EAST 10TH STREET, 4TH FLOOR",ANNISTON,36202,Calhoun,,,Non-profit,LTACH,South ,,,,38,38,38,,,01
"NOLAND HOSPITAL BIRMINGHAM II, LLC",012009,Noland Health Services,,N,AL,50 MEDICAL PARK EAST DRIVE 8TH FLOOR,BIRMINGHAM,35235,Jefferson,,,Government,LTACH,South ,,,,45,45,45,,,01
"NOLAND HOSPITAL DOTHAN II, LLC",012010,Noland Health Services,,N,AL,"1108 ROSS CLARK CIRCLE, 4TH FLOOR",DOTHAN,36302,Houston,,,Non-profit,LTACH,South ,,,,38,35,35,,,01
"NOLAND HOSPITAL MONTGOMERY II, LLC",012007,Noland Health Services,,N,AL,1725 PINE STREET 5TH FLOOR NORTH WING,MONTGOMERY,36106,,,,,LTACH,South ,,,,65,65,65,,,01
"NOLAND HOSPITAL TUSCALOOSA II, LLC",012012,Noland Health Services,,N,AL,"809 UNIVERSITY BOULEVARD EAST, 4TH FLOOR",TUSCALOOSA,35401,Tuscaloosa,,,Non-profit,LTACH,South ,,,,32,32,32,,,01
NOR-LEA HOSPITAL DISTRICT,321305,,,N,NM,1600 NORTH MAIN AVE,LOVINGTON,88260,LEA,,,Government - Hospital District or Authority,Critical Access Hospitals,West ,CAH,3,25,,25,25,,Yes,35
NORMAN REGIONAL,370008,,,N,OK,901 N PORTER,NORMAN,73070,CLEVELAND,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,PPS,3,333,,324,387,295,Yes,40
NORMAN REGIONAL HOSPITAL,37T008,,,N,OK,901 N PORTER AVE,NORMAN,,Cleveland,,,Government,Rehabilitation hospital,South ,,,,,,,,,40
NORRISTOWN STATE HOSPITAL,394001,,,N,PA,1001 STERIGERE STREET,NORRISTOWN,19401,MONTGOMERY,,,Government - State,Psychiatric,Northeast ,,Not Available,,374,289,289,,No,42
NORTH ALABAMA SPECIALTY HOSPITAL,012014,Acadiana Management Group,,N,AL,"700 WEST MARKET STREET, 2ND FLOOR",ATHENS,35611,Limestone,,,For profit,LTACH,South ,,,,31,31,31,,,01
NORTH ARKANSAS REGIONAL MEDICAL CENTER,040017,,,N,AR,620 NORTH MAIN STREET,HARRISON,72601,BOONE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,SCH/RRC,3,120,,174,174,116,Yes,05
NORTH AUSTIN MEDICAL CENTER,450809,HCA Healthcare,,N,TX,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,78758,TRAVIS,,,Proprietary,Acute Care Hospitals,South ,PPS,4,396,,441,441,391,Yes,48
NORTH AUSTIN MEDICAL CENTER,45T809,NORTH AUSTIN MEDICAL CENTER,,N,TX,12221 NORTH MOPAC EXPRESSWAY,AUSTIN,,Travis,,,For profit,Rehabilitation hospital,South ,,,,,,,,,48
NORTH BALDWIN INFIRMARY,010129,,,N,AL,1815 HAND AVENUE,BAY MINETTE,36507,BALDWIN,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,Not Available,25,,78,78,23,Yes,01
NORTH BIG HORN HOSPITAL DISTRICT,531309,,,N,WY,1115 LANE 12,LOVELL,82431,BIG HORN,,,Government - Hospital District or Authority,Critical Access Hospitals,West ,CAH,Not Available,14,,15,15,,Yes,56
NORTH CADDO MEDICAL CENTER,191304,,,N,LA,815 SOUTH PINE STREET,VIVIAN,71082,CADDO,,,Government - Hospital District or Authority,Critical Access Hospitals,South ,CAH,3,25,,25,25,,Yes,22
NORTH CANYON MEDICAL CENTER,131302,,,N,ID,267 NORTH CANYON DR,GOODING,83330,GOODING,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,16,,18,18,,No,16
NORTH CAROLINA BAPTIST HOSPITAL,340047,,,N,NC,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,27157,FORSYTH,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,2,813,,830,885,763,Yes,37
NORTH CAROLINA BAPTIST HOSPITALS,34T047,,,N,NC,MEDICAL CENTER BLVD,WINSTON SALEM,,Forsyth,,,Non-profit,Rehabilitation hospital,South ,,,,,,,,,37
NORTH CENTRAL BRONX HOSPITAL,330385,,,N,NY,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,10467,,,,,,Northeast ,PPS,,130,,213,215,137,,36
NORTH CENTRAL HEALTH CARE,524017,,,N,WI,1100 LAKEVIEW DR,WAUSAU,54403,MARATHON,,,Voluntary non-profit - Other,Psychiatric,Midwest ,,Not Available,,16,16,16,,No,55
NORTH CENTRAL SURGICAL CENTER LLP,670049,,,N,TX,9301 NORTH CENTRAL EXPRESSWAY SUITE 100,DALLAS,75231,DALLAS,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,PPS,Not Available,24,,17,17,22,Yes,48
NORTH CHICAGO VA MEDICAL CENTER,14034F,,,N,IL,3001 GREENBAY ROAD,NORTH CHICAGO,,LAKE,,,Veterans Health Administration,Acute Care - Veterans Administration,Midwest ,,5,,,,,,Yes,17
NORTH COUNTRY HOSPITAL AND HEALTH CENTER,471304,,,N,VT,189 PROUTY DRIVE,NEWPORT,5855,ORLEANS,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,2,25,,25,25,,Yes,50
NORTH DAKOTA STATE HOSPITAL,354003,,,N,ND,2605 CIRCLE DRIVE,JAMESTOWN,58401,STUTSMAN,,,Government - State,Psychiatric,Midwest ,,Not Available,,108,125,125,,No,38
"NORTH HAWAII COMMUNITY HOSPITAL, INC",120028,,,N,HI,67 1125 MAMALAHOA HIGHWAY,KAMUELA,96743,HAWAII,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,SCH,3,33,,33,33,31,Yes,15
NORTH HOUSTON SURGICAL HOSPITAL LLC,670280,NORTH HOUSTON SURGICAL HOSPITAL LLC,,N,TX,20635 KUYKENDAHL RD,SPRING,77379,HARRIS,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,12,,4,4,1,Yes,48
NORTH KANSAS CITY HOSPITAL,260096,,,N,MO,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,64116,CLAY,,,Government - Local,Acute Care Hospitals,Midwest ,PPS,4,383,,451,451,318,Yes,29
NORTH KANSAS CITY HOSPITAL,26T096,,,N,MO,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,,Clay,,,Government,Rehabilitation hospital,Midwest ,,,,,,,,,29
NORTH MEMORIAL HEALTH HOSPITAL,240001,,,N,MN,3300 OAKDALE NORTH,ROBBINSDALE,55422,HENNEPIN,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,332,,518,518,332,Yes,27
NORTH MEMORIAL MEDICAL CENTER,24T001,,,N,MN,3300 OAKDALE AVENUE NORTH,ROBBINSDALE,,Hennepin,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,27
NORTH METRO MEDICAL CENTER,040074,Unity Health,,N,AR,1400 BRADEN STREET,JACKSONVILLE,72076,PULASKI,,,Proprietary,Acute Care Hospitals,South ,,,,,,,,Yes,05
NORTH MISSISSIPPI MEDICAL CENTER,250004,,,N,MS,830 S GLOSTER STREET,TUPELO,38801,LEE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,SCH/RRC,4,530,,650,650,511,Yes,28
NORTH MISSISSIPPI MEDICAL CENTER,25T004,,,N,MS,830 S GLOSTER STREET,TUPELO,,Lee,,,Non-profit,Rehabilitation hospital,South ,,,,,,,,,28
NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,250025,North Mississippi Health Services/Webster Health Services,,N,MS,1105 EARL FRYE BLVD,AMORY,38821,MONROE,,,Proprietary,Acute Care Hospitals,South ,PPS,4,94,,95,95,88,Yes,28
NORTH MISSISSIPPI SPECIALTY HOSPITAL,252014,AMG Integrated Healthcare Management,,N,MS,"303 MEDICAL CENTER DRIVE,SUITE B",BATESVILLE,,Panola,,,For profit,LTACH,South ,,,,,,,,,28
NORTH MISSISSIPPI STATE HOSPITAL,254009,,,N,MS,1937 BRIAR RIDGE RD,TUPELO,38804,LEE,,,Government - State,Psychiatric,South ,,Not Available,,50,82,82,,No,28
NORTH OAKLAND MEDICAL CENTERS,23T013,,,N,MI,461 W HURON,PONTIAC,,Oakland,,,For profit,Rehabilitation hospital,Midwest ,,,,,,,,,26
"NORTH OAKS MEDICAL CENTER, L L C",190015,,,N,LA,15790 PAUL VEGA MD DRIVE,HAMMOND,70403,TANGIPAHOA,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,RRC,3,344,,330,330,324,Yes,22
"NORTH OAKS REHABILITATION HOSPITAL, L L C",193044,,,N,LA,1900 S MORRISON BLVD,HAMMOND,70403,Tangipahoa,,,Government,Rehabilitation hospital,South ,,,,27,27,27,,,22
NORTH OKALOOSA MEDICAL CENTER,100122,,,N,FL,151 REDSTONE AVE SE,CRESTVIEW,32539,OKALOOSA,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,4,110,,110,110,100,Yes,12
NORTH RUNNELS HOSPITAL,451315,,,N,TX,7821 STATE HIGHWAY 153,WINTERS,79567,RUNNELS,,,Government - Hospital District or Authority,Critical Access Hospitals,South ,CAH,Not Available,15,,25,25,,Yes,48
NORTH SHORE HEALTH,241317,,,N,MN,515 5TH AVE WEST,GRAND MARAIS,55604,COOK,,,Government - Hospital District or Authority,Critical Access Hospitals,Midwest ,CAH,Not Available,16,,16,16,,Yes,27
NORTH SHORE MEDICAL CENTER -,220035,,,N,MA,81 HIGHLAND AVENUE,SALEM,1970,ESSEX,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,4,272,,415,415,292,Yes,25
NORTH SHORE REHABILITATION HOSPITAL,713025,Select Medical Holdings,,N,LA,"64030 HWY 434, 1ST AND 2ND FLOOR OF THE TOWER",LACOMBE,70445,St. Tammany,,,For profit,Rehabilitation hospital,South ,,,,30,30,30,,,22
NORTH SHORE UNIVERSITY HOSPITAL,330106,,,N,NY,300 COMMUNITY DRIVE,MANHASSET,11030,NASSAU,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,5,782,,812,812,773,Yes,36
NORTH STAR HOSPITAL,024001,Universal Health Services,,N,AK,2530 DEBARR RD,ANCHORAGE,99508,ANCHORAGE,,,Proprietary,Psychiatric,West ,,Not Available,,140,140,140,,Yes,02
NORTH SUBURBAN MEDICAL CENTER,060065,,,N,CO,9191 GRANT ST,THORNTON,80229,ADAMS,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,3,139,,157,157,131,Yes,08
NORTH SUNFLOWER MEDICAL CENTER CAH,251318,,,N,MS,840 NORTH OAK AVENUE,RULEVILLE,38771,SUNFLOWER,,,Government - Local,Critical Access Hospitals,South ,CAH,Not Available,25,,35,35,,Yes,28
NORTH TAMPA BEHAVIORAL HEALTH,104075,Acadia Healthcare,,N,FL,29910 SR 56,WESLEY CHAPEL,33543,PASCO,,,Proprietary,Psychiatric,South ,,Not Available,,126,75,75,,No,12
NORTH TEXAS MEDICAL CENTER,450090,,,N,TX,1900 HOSPITAL BLVD,GAINESVILLE,76240,COOKE,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,5,35,,60,60,40,Yes,48
NORTH TEXAS STATE HOSPITAL,454008,,,N,TX,6515 KEMP BLVD,WICHITA FALLS,76308,WICHITA,,,Government - State,Psychiatric,South ,,Not Available,,277,100,354,,No,48
NORTH VALLEY HEALTH CENTER,241337,,,N,MN,300 WEST GOOD SAMARITAN DRIVE,WARREN,56762,MARSHALL,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,12,,12,12,,Yes,27
NORTH VALLEY HOSPITAL,501321,,,N,WA,203 SOUTH WESTERN,TONASKET,98855,OKANOGAN,,,Government - Hospital District or Authority,Critical Access Hospitals,West ,CAH,Not Available,18,,25,85,,Yes,53
NORTH VISTA HOSPITAL,290005,,,N,NV,1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS,89030,CLARK,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,2,137,,198,198,137,Yes,32
NORTHAMPTON VA MEDICAL CENTER,22009F,,,N,MA,421 N MAIN ST,LEEDS,,HAMPSHIRE,,,Veterans Health Administration,Acute Care - Veterans Administration,Northeast ,,Not Available,,,,,,No,25
NORTHBAY MEDICAL CENTER,050367,,,N,CA,1200 B  GALE WILSON BLVD,FAIRFIELD,94533,SOLANO,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,3,182,,123,123,165,Yes,06
NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,314018,Ocean Healthcare,,N,NJ,425  WOODBURY TURNERSVILLE ROAD,BLACKWOOD,8012,CAMDEN,,,Proprietary,Psychiatric,Northeast ,,Not Available,,158,150,150,,No,34
NORTHCOAST BEHAVIORAL HEALTHCARE NORTHFIELD CAMPUS,364011,,,N,OH,1756 SAGAMORE ROAD,NORTHFIELD,44067,SUMMIT,,,Government - State,Psychiatric,Midwest ,,Not Available,,258,260,260,,No,39
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,,,N,AL,400 EAST 10TH STREET,ANNISTON,36207,CALHOUN,,,Government - Local,Acute Care Hospitals,South ,RRC,2,272,,323,323,261,Yes,01
NORTHEAST GEORGIA MEDICAL CENTER,11T029,,,N,GA,743 SPRING STREET,GAINESVILLE,,Hall,,,Government,Rehabilitation hospital,South ,,,,,,,,,13
NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN,110237,,,N,GA,227 MOUNTAIN DRIVE,DAHLONEGA,30533,LUMPKIN,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,PPS,Not Available,24,,10,52,1,Yes,13
"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,,,N,GA,743 SPRING STREET,GAINESVILLE,30501,HALL,,,Government - Local,Acute Care Hospitals,South ,RRC,4,571,,461,461,524,Yes,13
NORTHEAST HOSPITAL CORPORATION,220033,,,N,MA,85 HERRICK STREET,BEVERLY,1915,ESSEX,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,4,296,,283,283,286,Yes,25
NORTHEAST REGIONAL MEDICAL CENTER,260022,Community Health Systems,,N,MO,315 S OSTEOPATHY,KIRKSVILLE,63501,ADAIR,,,Proprietary,Acute Care Hospitals,Midwest ,SCH/RRC,4,50,,194,194,49,Yes,29
NORTHEAST REHABILITATION HOSPITAL,303026,Northeast Rehabilitation Hospital Network,,N,NH,70 BUTLER STREET,SALEM,3079,Rockingham,,,For profit,Rehabilitation hospital,Northeast ,,,,135,135,135,,,33
NORTHEASTERN CENTER,154050,,,N,IN,1850 WESLEY RD,AUBURN,46706,DE KALB,,,Voluntary non-profit - Private,Psychiatric,Midwest ,,Not Available,,16,16,16,,No,18
NORTHEASTERN HEALTH SYSTEM,370089,,,N,OK,1400 EAST DOWNING STREET,TAHLEQUAH,74465,CHEROKEE,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,3,80,,98,98,65,Yes,40
NORTHEASTERN VERMONT REGIONAL HOSPITAL,471303,,,N,VT,1315 HOSPITAL DRIVE,SAINT JOHNSBURY,5819,CALEDONIA,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,2,25,,25,25,,Yes,50
"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",031302,,,N,AZ,901 WEST REX ALLEN DRIVE,WILLCOX,85643,COCHISE,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,24,,24,24,,Yes,04
NORTHERN DUTCHESS HOSPITAL,330049,,,N,NY,6511 SPRINGBROOK AVENUE,RHINEBECK,12572,DUTCHESS,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,4,74,,68,68,73,Yes,36
NORTHERN INYO HOSPITAL,051324,,,N,CA,150 PIONEER LANE,BISHOP,93514,INYO,,,Government - Hospital District or Authority,Critical Access Hospitals,West ,CAH,3,25,,25,25,,Yes,06
NORTHERN LIGHT ACADIA HOSPITAL,204006,,,N,ME,268 STILLWATER AVE,BANGOR,4401,PENOBSCOT,,,Voluntary non-profit - Private,Psychiatric,Northeast ,,Not Available,,68,100,100,,No,23
NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL,201300,,,N,ME,57 WATER STREET,BLUE HILL,4614,HANCOCK,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,Not Available,25,,25,25,,Yes,23
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,200033,,,N,ME,PO BOX 404,BANGOR,4401,PENOBSCOT,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,4,352,,411,411,298,Yes,23
NORTHERN LIGHT INLAND HOSPITAL,200041,Northern Light Health,,N,ME,200 KENNEDY MEMORIAL DRIVE,WATERVILLE,4901,KENNEBEC,,,Proprietary,Acute Care Hospitals,Northeast ,MDH,2,33,,48,48,30,Yes,23
NORTHERN LIGHT MAINE COAST HOSPITAL,200050,,,N,ME,50 UNION STREET,ELLSWORTH,4605,HANCOCK,,,Voluntary non-profit - Other,Acute Care Hospitals,Northeast ,SCH,3,45,,64,64,40,Yes,23
NORTHERN LIGHT MAYO HOSPITAL,201309,,,N,ME,897 WEST MAIN STREET,DOVER FOXCROFT,4426,PISCATAQUIS,,,Government - Hospital District or Authority,Critical Access Hospitals,Northeast ,CAH,2,25,,25,25,,Yes,23
NORTHERN LIGHT MERCY HOSPITAL,200008,,,N,ME,144 STATE STREET,PORTLAND,4101,CUMBERLAND,,,Voluntary non-profit - Church,Acute Care Hospitals,Northeast ,PPS,4,103,,230,230,102,Yes,23
NORTHERN LIGHT SEBASTICOOK VALLEY HOSPITAL,201313,,,N,ME,447 NORTH MAIN STREET,PITTSFIELD,4967,SOMERSET,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,Not Available,25,,25,25,,Yes,23
NORTHERN LOUISIANA MEDICAL CENTER,190086,Allegiance Health Management,,N,LA,401 EAST VAUGHN AVENUE,RUSTON,71270,LINCOLN,,,Proprietary,Acute Care Hospitals,South ,RRC,3,122,,139,139,142,Yes,22
NORTHERN MAINE MEDICAL CENTER,200052,,,N,ME,194 E MAIN STREET,FORT KENT,4743,AROOSTOOK,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,SCH,3,40,,49,49,35,Yes,23
NORTHERN MONTANA HOSPITAL,270032,,,N,MT,30 13TH ST,HAVRE,59501,HILL,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,SCH,3,49,,49,49,47,Yes,30
NORTHERN NAVAJO MEDICAL CENTER,320059,,,N,NM,US HWY 491 NORTH,SHIPROCK,87420,SAN JUAN,,,Government - Federal,Acute Care Hospitals,West ,IHS,Not Available,60,,69,69,55,Yes,35
NORTHERN NEVADA MEDICAL CENTER,290032,Universal Health Services,,N,NV,2375 E PRATER WAY,SPARKS,89434,WASHOE,,,Proprietary,Acute Care Hospitals,West ,RRC,3,88,,108,108,73,Yes,32
NORTHERN NEVADA MEDICAL CENTER,29T032,Universal Health Services,,N,NV,2375 E. PRATER WAY,SPARKS,,Washoe,,,For profit,Rehabilitation hospital,West ,,,,,,,,,32
NORTHERN NEVADA SIERRA MEDICAL CENTER,290061,Universal Health Services,,N,NV,625 INNOVATION DR,RENO,,WASHOE,,,Proprietary,Acute Care Hospitals,West ,,Not Available,,,,,,Yes,32
NORTHERN REGIONAL HOSPITAL,340003,,,N,NC,830 ROCKFORD ST,MOUNT AIRY,27030,SURRY,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,PPS,4,100,,112,112,96,Yes,37
NORTHERN ROCKIES MEDICAL CENTER,271337,,,N,MT,802 2ND ST SE,CUT BANK,59427,GLACIER,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,20,,20,20,,Yes,30
NORTHERN VIRGINIA MENTAL HEALTH INSTI,494010,,,N,VA,3302 GALLOWS RD,FALLS CHURCH,22042,FAIRFAX,,,Government - State,Psychiatric,South ,,Not Available,,94,129,129,,No,51
NORTHERN WESTCHESTER HOSPITAL,330162,,,N,NY,400 EAST MAIN STREET,MOUNT KISCO,10549,WESTCHESTER,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,4,214,,259,259,163,Yes,36
NORTHFIELD HOSPITAL,240014,,,N,MN,2000 NORTH AVENUE,NORTHFIELD,55057,RICE,,,Government - Local,Acute Care Hospitals,Midwest ,PPS,3,37,,37,37,35,Yes,27
NORTHLAKE BEHAVIORAL HEALTH SYSTEM,194007,,,N,LA,23515 HIGHWAY 190,MANDEVILLE,70448,ST. TAMMANY,,,Voluntary non-profit - Private,Psychiatric,South ,,Not Available,,140,140,140,,No,22
NORTHPORT VA MEDICAL CENTER,33019F,,,N,NY,79 MIDDLEVILLE ROAD,NORTHPORT,,SUFFOLK,,,Veterans Health Administration,Acute Care - Veterans Administration,Northeast ,,2,,,,,,Yes,36
NORTHRIDGE HOSPITAL MEDICAL CENTER,050116,,,N,CA,18300 ROSCOE BLVD,NORTHRIDGE,91325,LOS ANGELES,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,5,318,,435,435,312,Yes,06
NORTHRIDGE HOSPITAL MEDICAL CENTER,05T116,,,N,CA,18300 ROSCOE BLVD.,NORTHRIDGE,,Los Angeles,,,Non-profit,Rehabilitation hospital,West ,,,,,,,,,06
NORTHSHORE EXTENDED CARE HOSPITAL,192023,LHC Group,,N,LA,"64030 HIGHWAY 434, FL 2",LACOMBE,70445,St. Tammany,,,For profit,LTACH,South ,,,,30,30,58,,,22
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,140010,NorthShore University HealthSystem,,N,IL,2650 RIDGE AVE,EVANSTON,60201,COOK,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,PPS,5,742,,466,466,642,Yes,17
NORTHSIDE HOSPITAL,110161,,,N,GA,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,30342,FULTON,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,4,677,,444,444,511,Yes,13
NORTHSIDE HOSPITAL CHEROKEE,110008,,,N,GA,450 NORTHSIDE CHEROKEE BOULEVARD,CANTON,30115,CHEROKEE,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,PPS,4,187,,84,84,105,Yes,13
NORTHSIDE HOSPITAL DULUTH,110252,,,N,GA,3620 HOWELL FERRY ROAD,DULUTH,30096,GWINNETT,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,,Not Available,,,,,,Yes,13
NORTHSIDE HOSPITAL DULUTH,11T252,,,N,GA,3620 HOWELL FERRY ROAD,DULUTH,,Gwinnett,,,Non-profit,Rehabilitation hospital,South ,,,,,,,,,13
